,CoRE_name,refcode,doi,flag,Df,Di,Dif,GPOAV,GPONAV,GPOV,GSA,POAV,POAV_vol_frac,PONAV,PONAV_vol_frac,VPOV,VSA,cell_v,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,filename,0
504,ISIMAZ_clean,ISIMAZ,10.1039/c1ce05235g,1,2.46824,3.00707,2.89927,0,0,0,0,0,0,0,0,0,0,2079.49,83.8879,139.872,202.3112,299.472,1342,2328,2978,1632,11,20,28,36,48,112,126,88,7.4643,14.6236,21.0468,20.482,2.7225,21.384,25.245,52.734,900,900,1080,1740,1,4,6,12,16,40,72,96,1.7161,3.8776,6.0522,9.8512,0,-6.36,-5.4,-12.16,0,90,144,302,0,0,0,0,0,6,6,24,0,2.28,3.24,8.2,207.7612667,432.701,721.1345333,827.7377333,812.6666667,1744,2425.333333,2181.333333,31.33333333,64.66666667,108,132.6666667,172.6666667,430.6666667,593.3333333,590.6666667,12.52046667,30.08646667,44.57826667,46.88473333,10.5376,12.138,25.4876,15.992,56.5,66,108.5,72.5,1,1.5,3,2,2.5,7.5,10,8,0.5477,0.85855,1.395,0.9896,41.425,113.565,146.532614,118.376307,0,0.935,1.53,1.555,0,2,7.5,5.5,0,0,0,0,0,-2,-1,-2.5,0,-0.04,0.35,0.14,0,-6.9,-2.05711,-6.503555,10.5376,17.476,39.526,29.6976,56.5,95,144.5,95.5,1,2.166666667,5,3.833333333,5.5,18.33333333,24.83333333,16.5,0.5477,1.240983333,2.149833333,1.535983333,41.425,165.3566667,244.9394557,172.3357097,0,1.328333333,3.325,3.221666667,0,2.833333333,17,16.16666667,0,0,0,0,0,-1.666666667,3,1.5,0,-0.056666667,0.826666667,0.76,0,-9.85,-2.849923333,-3.082071667,ISIMAZ_clean.cif,
505,ISIMUT_clean,ISIMUT,10.1039/c1ce05235g,1,2.4703,3.68458,3.67738,0,0,0,0,0,0,0,0,0,0,1004.87,146.9498,255.456,424.9888,559.488,2570,4632,5440,4728,18,36,52,68,88,208,252,252,12.4978,26.7708,37.642,41.5612,2.7225,22.044,21.0375,46.7115,900,930,900,1860,1,4,5,10,16,36,60,96,1.7161,3.8514,5.0435,9.3796,0,-6.76,-4.5,-11.81,0,89,120,238,0,0,0,0,0,7,5,16,0,2.3,2.7,5.94,272.2837,597.0315,897.8786,1059.4151,1186,2688,3632,3734,40,89,132,162,243,654,800,863,17.8832,44.8525,61.5612,68.2982,10.5376,12.138,26.0196,23.744,56.5,66,126,114.5,1,1.5,3,3,2.5,7.5,12,13,0.5477,0.85855,1.545,1.5671,41.425,113.565,171.666307,201.996307,0,0.935,1.355,2.045,0,2,5,6.5,0,0,0,0,0,-2,-2,-3,0,-0.04,0.15,0.12,0,-6.9,-5.453555,-10.403555,10.5376,18.207,38.9832,38.1464,56.5,99,180,159.5,1,2.25,4.75,4.75,5.75,17.75,32.5,30,0.5477,1.287825,2.405375,2.259175,41.425,170.3475,290.1526485,274.71649,0,1.4025,2.91,3.53,0,3,10.5,14,0,0,0,0,0,-1.25,-0.5,-0.5,0,-0.06,0.29,0.47,0,-10.35,-11.95711,-11.560665,ISIMUT_clean.cif,
506,ITIPOS_clean,ITIPOS,10.1021/acs.chemmater.6b01286,1,8.04856,9.84098,9.84098,0.472128,0,0.472129979,1533.07,1813.92,0.5033,0,0,0.5033,1634.29,3604.05,916.3604,2218.506,6680.9688,9091.7568,15470,39768,80196,120036,110,324,768,1224,1140,3924,8340,12132,79.9986,259.266,560.0436,860.892,3.237142857,31.78285714,33.82714286,94.104,778,1175.142857,2597.142857,3355.714286,1,5.571428571,9,17.14285714,33,98.57142857,198.4285714,282,2.050071429,5.946042857,12.06912857,17.89971429,0,-9.394285714,-4.885714286,-25.10571429,0,106.2857143,142.7142857,342.8571429,0,0,0,0,0,16.71428571,19.71428571,50.57142857,0,4.028571429,4.86,12.42857143,180.2248,322.065,536.5048,639.5756,778,1368,2008,2162,24,46,76,88,122,286,328,306,10.1608,21.8526,31.1908,34.3128,11.1856,10.455,25.2106,36.3342,60.25,57,129.25,157.5,1,1.25,2.75,4,1.75,5.75,9.75,9.25,0.5403,0.710325,1.464275,1.85985,34.7575,86.7275,149.6256535,161.418302,0,0.9125,1.245,1.9175,0,2,3.75,9.5,0,0,0,0,0,-2.25,-2.75,-1.5,0,-0.04,0.05,0.435,0,-6.45,-6.7017775,-1.9338875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITIPOS_clean.cif,
507,ITIWAK_clean,ITIWAK,10.1039/c1cc11402f,1,4.12661,5.03321,5.03293,0.181938,0,0.181938562,593.838,1079.53,0.2006,0,0,0.2006,654.749,5381.52,141.8139,253.6576,467.0164,960.032,3056,5068,9030,5180,19,36,66,120,102,288,426,360,12.6194,27.12,51.1602,69,2.8561,30.8256,53.3702,91.7332,2304,2016,3552,4512,1,6,12,22,36,108,204,300,2.1904,6.66,13.616,20.276,0,-8.1,-11.3,-17.1,0,246,502,962,0,0,0,0,0,18,38,82,0,4.38,8.56,18.86,298.6296,679.3904,1056.2754,1294.8064,1176,2816,4002,4276,48,104,164,208,268,674,984,1100,20.0688,50.176,74.7996,85.8472,9.2416,16.00053333,27.50186667,24.91786667,49,86.33333333,109.6666667,95.66666667,1,2,3.666666667,3.333333333,4,11.33333333,16.66666667,14.66666667,0.5625,1.15,1.7125,1.52,54.76,157.62,229.9634853,202.090152,0,0.816666667,2.1,1.936666667,0,1.666666667,10,9.666666667,0,0,0,0,0,-1.666666667,-1,-0.666666667,0,-0.033333333,0.466666667,0.473333333,0,-6.5,-3.942813333,-2.642813333,9.2416,21.45226667,29.20426667,32.4976,49,95.66666667,137.6666667,175,1,2.666666667,3.666666667,4,7.333333333,17.33333333,24,30,0.5625,1.325,1.9025,2.295,54.76,160.615076,244.235076,305.62,0,1.05,1.54,1.47,0,5,6,3,0,0,0,0,0,1,1,-0.666666667,0,0.233333333,0.213333333,-0.06,0,-1.971406667,-5.871406667,-11.7,ITIWAK_clean.cif,
508,ITIWEO_clean,ITIWEO,10.1039/c1cc11402f,1,4.2399,5.00227,4.95571,0.175637,0.0168481,0.192485371,577.609,1042.15,0.1939,99.9686,0.0186,0.2125,637.669,5374.66,141.8139,253.6576,467.0164,960.032,3056,5068,9030,5180,19,36,66,120,102,288,426,360,12.6194,27.12,51.1602,69,2.8561,30.8256,53.3702,91.7332,2304,2016,3552,4512,1,6,12,22,36,108,204,300,2.1904,6.66,13.616,20.276,0,-8.1,-11.3,-17.1,0,246,502,962,0,0,0,0,0,18,38,82,0,4.38,8.56,18.86,298.6296,679.3904,1056.2754,1294.8064,1176,2816,4002,4276,48,104,164,208,268,674,984,1100,20.0688,50.176,74.7996,85.8472,9.2416,16.00053333,27.50186667,24.91786667,49,86.33333333,109.6666667,95.66666667,1,2,3.666666667,3.333333333,4,11.33333333,16.66666667,14.66666667,0.5625,1.15,1.7125,1.52,54.76,157.62,229.9634853,202.090152,0,0.816666667,2.1,1.936666667,0,1.666666667,10,9.666666667,0,0,0,0,0,-1.666666667,-1,-0.666666667,0,-0.033333333,0.466666667,0.473333333,0,-6.5,-3.942813333,-2.642813333,9.2416,21.45226667,29.20426667,32.4976,49,95.66666667,137.6666667,175,1,2.666666667,3.666666667,4,7.333333333,17.33333333,24,30,0.5625,1.325,1.9025,2.295,54.76,160.615076,244.235076,305.62,0,1.05,1.54,1.47,0,5,6,3,0,0,0,0,0,1,1,-0.666666667,0,0.233333333,0.213333333,-0.06,0,-1.971406667,-5.871406667,-11.7,ITIWEO_clean.cif,
509,IVEQEG_clean,IVEQEG,10.1021/cm052149l,1,3.16728,4.62793,4.60827,0,0.102382,0.102382126,0,0,0,115.277,0.1558,0.1558,0,739.904,142.7046,253.4592,842.6162,570.7648,1878,4416,7682,9344,16,40,84,80,128,352,528,448,12.9986,34.456,59.7162,64.24,2.5921,33.2304,16.6957,60.7292,169,624,949,1144,1,6,5,12,36,72,132,132,1.5876,5.5188,6.93,11.2392,0,-10.98,-2.32,-18.4,0,30,-8,68,0,0,0,0,0,24,8,50,0,3.18,0.8,6.2,160.3386,291.2922,515.765,462.0366,1269,2772,3224,3219,19,40,62,59,102,232,292,313,11.8753,26.5028,36.6372,36.6291,11.8336,7.5336,32.4392,15.6864,64,120,176,84,1,1,3,1.5,1,4,4.5,4.5,0.5329,0.7738,1.6279,0.82125,28.09,132.5,116.07,58.83,0,1.25,0.89,0.6,0,-7,2,1.5,0,0,0,0,0,-3,-1.5,-3,0,-0.33,-0.04,-0.03,0,-19.7,-6,-3.15,8.700995833,20.1080125,23.77983333,29.80975,104.7083333,218.75,186.0833333,209.75,1,2.708333333,2.791666667,3.416666667,8.708333333,15.75,18.54166667,18.41666667,0.717520833,1.8627,1.759179167,2.115791667,213.30125,341.5041667,271.39375,365.41,0,-0.221666667,0.667916667,-0.388333333,0,7.958333333,1.416666667,7.166666667,0,0,0,0,0,3.208333333,0.416666667,3.833333333,0,0.252083333,-0.028333333,0.248333333,0,10.6125,-5,11.21666667,IVEQEG_clean.cif,
510,IWELIG01_clean,IWELIG01,10.1039/C3DT50747E,1,4.50903,4.66891,4.66203,0.08014,0.0281052,0.10824527,199.952,272.01,0.1497,95.3943,0.0525,0.2022,373.507,1817.03,808.3176,1987.8048,5696.5184,7691.7664,12900,35760,65168,83856,100,288,664,1008,1000,3216,6096,8736,69.0568,217.0672,446.7552,676.1632,3.5344,37.2992,32.6368,82.29386667,729,1242,2322,2520,1,6,7.333333333,15.33333333,36,92,168,244,1.5876,5.5692,8.3496,13.5828,0,-8.56,-3.573333333,-14.94666667,0,116,112,320.6666667,0,0,0,0,0,20.66666667,16,51.33333333,0,3.14,2.613333333,8.54,95.8325,203.402,312.3978,290.7916,443,950,1362,1156,13,28,42,40,70,168,226,176,6.1581,14.4304,20.6578,17.958,9.8896,13.821,29.1274,27.862,52.75,75,134.5,134.5,1,1.75,3.5,3.25,3.25,9.75,14.5,12.75,0.5551,1.006775,1.76615,1.691075,48.0925,140.4025,201.8619605,188.5550743,0,0.9575,1.4425,1.455,0,2,6.25,5.25,0,0,0,0,0,-2,-1.5,-2,0,-0.04,0.25,0.145,0,-7.35,-3.7553325,-5.978555,9.2416,22.192,34.1392,16.9936,49,91,154,91,1,3,4,2,9,21,21,15,0.5625,1.4325,1.965,1.14,54.76,200.592614,210.952614,138.38,0,1.82,0.93,0.49,0,8,6,1,0,0,0,0,0,2,5,1,0,0.34,0.38,-0.02,0,-4.90711,1.09289,-3.9,IWELIG01_clean.cif,
511,IWEVAJ_clean,IWEVAJ,10.1021/jacs.6b04971,-1,6.67603,13.76425,13.76425,1.08524,0,1.085235596,3558.94,10735.8,0.6971,0,0,0.6971,2286.08,15400.7,104.69865,197.224,351.6122,401.976,2006.25,3605,3822.5,4554,11.75,26,37.5,49,63.5,150,196,242,8.8865,20.4465,26.88465,32.9019,3.61,24.05942857,17.99571429,41.78914286,841,853.4285714,646.2857143,1491.428571,1,3.714285714,3.714285714,7.428571429,14.28571429,28.57142857,42.85714286,70.85714286,1.9044,3.749657143,3.9468,7.704342857,0,-5.605714286,-2.414285714,-7.88,0,78.28571429,85.42857143,164,0,0,0,0,0,6.857142857,3.142857143,10.28571429,0,2.408571429,2.265714286,4.668571429,108.596,189.72,278.5684,262.395,593,1044,1528,1440,13,26,36,34,62,138,162,152,7.4373,15.1382,20.7964,19.6042,11.61142857,8.684571429,20.16832,17.36914286,62.71428571,47.48571429,109.6,94.97142857,1,1,2,2,1,3,4,4.171428571,0.535437143,0.56342,1.100142857,1.12684,30.376,61.924,94.77371429,123.848,0,0.855714286,0.897714286,1.711428571,0,1.914285714,2,3.828571429,0,0,0,0,0,-2,-2,-2.171428571,0,-0.038285714,-0.04,-0.076571429,0,-5.82,-6.154285714,-11.64,5.280914286,4.429714286,8.859428571,8.859428571,28,24,48,48,0.571428571,0.571428571,1.142857143,1.142857143,0.571428571,1.714285714,2.285714286,3.428571429,0.321428571,0.33,0.66,0.66,31.29142857,47.78285714,95.56571429,95.56571429,0,0.28,0.56,0.56,0,0.571428571,1.142857143,1.142857143,0,0,0,0,0,-1.142857143,-1.142857143,-2.285714286,0,-0.011428571,-0.022857143,-0.022857143,0,-2.228571429,-4.457142857,-4.457142857,IWEVAJ_clean.cif,
512,IXAKAU_clean,IXAKAU,10.1021/ic102188v,-1,5.9549,6.35523,6.33797,0.7285,0,0.728500151,2984.15,2949.24,0.5687,0,0,0.5687,2329.56,5185.92,99.14986667,179.2106667,292.0392,374.8586667,1634.666667,3005.333333,3548,3093.333333,12,24,34.66666667,45.33333333,58.66666667,138.6666667,169.3333333,165.3333333,8.582933333,18.396,25.81386667,28.02106667,3.61,25.384,24.225,52.193,841,899,870,1624,1,4,5,10,16,36,60,88,1.9044,4.0572,5.313,9.3564,0,-5.76,-3.25,-8.47,0,85,115,234,0,0,0,0,0,7,5,18,0,2.58,3.05,7.02,174.9885,348.789,544.0004,647.796,780,1572,2276,2358,25,52,80,100,132,324,456,494,11.3601,26.2108,38.2304,43.3448,11.1856,10.455,22.6742,18.706,60.25,57,108.5,94.75,1,1.25,2.5,2.25,1.75,5.25,7,8,0.5403,0.710325,1.24875,1.201275,34.7575,86.7275,124.471307,139.9831535,0,0.9125,1.3325,1.79,0,2,5,5,0,0,0,0,0,-2,-1.5,-3.25,0,-0.04,0.15,0.025,0,-6.45,-5.003555,-10.2267775,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,IXAKAU_clean.cif,
513,IXEJIG_clean,IXEJIG,10.1002/anie.201604313,1,10.39011,11.25779,10.80502,0.653639,0,0.653639257,2064.44,7590.84,0.5474,0,0,0.5474,1728.89,13867.1,346.6398,646.72,2801.708,2208.7552,11424,27136,60416,64000,38,112,280,336,440,1536,2896,3456,31.7624,107.9232,214.2336,287.7952,1.7689,30.50133333,16.1196,76.14693333,1600,2133.333333,7040,5333.333333,1,6.666666667,6.666666667,17.33333333,45.33333333,117.3333333,232,274.6666667,2.3716,7.494666667,12.64853333,19.6504,0,-14.06666667,-3.253333333,-34.2,0,213.3333333,90.66666667,560,0,0,0,0,0,28,10.66666667,73.33333333,0,5.4,2.053333333,13.93333333,209.4544,425.901,689.6704,830.872,844,1752,2596,2884,32,66,108,132,174,426,604,716,13.2608,31.493,46.9868,56.234,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IXEJIG_clean.cif,
514,IXEJOM_clean,IXEJOM,10.1002/anie.201604313,1,14.15107,15.02825,15.02825,0.791582,0,0.791581857,2388.07,5731.45,0.6483,0,0,0.6483,1955.81,8840.74,346.6398,646.72,2801.708,2208.7552,11424,27136,60416,64000,38,112,280,336,440,1536,2896,3456,31.7624,107.9232,214.2336,287.7952,1.7689,30.50133333,16.1196,76.14693333,1600,2133.333333,7040,5333.333333,1,6.666666667,6.666666667,17.33333333,45.33333333,117.3333333,232,274.6666667,2.3716,7.494666667,12.64853333,19.6504,0,-14.06666667,-3.253333333,-34.2,0,213.3333333,90.66666667,560,0,0,0,0,0,28,10.66666667,73.33333333,0,5.4,2.053333333,13.93333333,275.4568,480.369,876.1432,939.808,1324,2328,4132,4036,32,66,108,132,174,426,604,716,15.464,34.6346,54.5348,62.5172,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,15.8404,10.149,41.8298,20.298,81,54,216,108,1,1,3,2,1,4,5,6,0.5041,0.5467,1.5549,1.0934,13.9876,42.262,70.2372,84.524,0,1.43,1.43,2.86,0,3,3,6,0,0,0,0,0,-3,-2,-4,0,-0.06,-0.06,-0.12,0,-7.56,-7.56,-15.12,IXEJOM_clean.cif,
515,IXOFIL_clean,IXOFIL,10.1021/ic1025087,-1,6.67398,7.14051,7.10365,0.48436,0,0.484358538,1466.76,743.355,0.4919,0,0,0.4919,1489.59,1511.19,149.6598,274.9248,852.8354,651.1232,1842,5184,7490,6016,16,40,84,80,128,352,528,448,10.6774,30.368,53.1786,50.224,2.6569,33.6432,19.2829,39.0548,529,1104,1081,1288,1,6,5,8,36,72,108,120,1.4884,5.3436,5.246,7.32,0,-10.86,-3.68,-10.92,0,90,68,128,0,0,0,0,0,24,12,28,0,2.94,1.8,3.76,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IXOFIL_clean.cif,
516,IXOFOR_clean,IXOFOR,10.1021/ic1025087,-1,6.10481,6.58573,6.58573,0.477321,0,0.477322533,1500.5,732.553,0.4879,0,0,0.4879,1533.76,1501.44,149.6598,274.9248,852.8354,651.1232,1842,5184,7490,6016,16,40,84,80,128,352,528,448,10.6774,30.368,53.1786,50.224,2.6569,33.6432,19.2829,39.0548,529,1104,1081,1288,1,6,5,8,36,72,108,120,1.4884,5.3436,5.246,7.32,0,-10.86,-3.68,-10.92,0,90,68,128,0,0,0,0,0,24,12,28,0,2.94,1.8,3.76,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IXOFOR_clean.cif,
517,IXOFUX01_clean,IXOFUX01,10.1021/ic1025087,-1,6.41176,6.87071,6.84188,0.492781,0,0.49278054,1551.66,756.279,0.4935,0,0,0.4935,1553.93,1532.48,149.6598,274.9248,852.8354,651.1232,1842,5184,7490,6016,16,40,84,80,128,352,528,448,10.6774,30.368,53.1786,50.224,2.6569,33.6432,19.2829,39.0548,529,1104,1081,1288,1,6,5,8,36,72,108,120,1.4884,5.3436,5.246,7.32,0,-10.86,-3.68,-10.92,0,90,68,128,0,0,0,0,0,24,12,28,0,2.94,1.8,3.76,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IXOFUX01_clean.cif,
518,IXOFUX_clean,IXOFUX,10.1021/ic1025087,-1,6.6128,7.08508,7.06755,0.491852,0,0.491852384,1546.66,754.853,0.4926,0,0,0.4926,1549.01,1532.38,149.6598,274.9248,852.8354,651.1232,1842,5184,7490,6016,16,40,84,80,128,352,528,448,10.6774,30.368,53.1786,50.224,2.6569,33.6432,19.2829,39.0548,529,1104,1081,1288,1,6,5,8,36,72,108,120,1.4884,5.3436,5.246,7.32,0,-10.86,-3.68,-10.92,0,90,68,128,0,0,0,0,0,24,12,28,0,2.94,1.8,3.76,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IXOFUX_clean.cif,
519,IXUQUO_clean,IXUQUO,10.1039/c1dt10682a,-1,3.877,6.15542,6.15542,0.185739,0.0227585,0.208497752,718.75,1849.05,0.2024,226.564,0.0248,0.2272,783.224,9135.64,74.71985,125.424,165.3549,231.336,1292,2040,2622,1260,10,18,24,28,42,94,101,70,6.9014,13.1052,18.4102,15.9544,2.7225,18.546,23.14125,46.17525,900,780,990,1470,1,3.5,5.5,11,12.5,32,58.5,78,1.7161,3.39945,5.54785,8.9211,0,-5.465,-4.95,-9.835,0,79,132,281,0,0,0,0,0,3.5,3,17,0,1.99,2.97,7.6,136.8155429,283.6464,428.2321714,495.1275714,558.2857143,1176,1577.142857,1487.428571,20.57142857,42.28571429,64,77.42857143,106.2857143,257.1428571,345.1428571,344.8571429,8.637028571,20.23234286,28.3584,29.74511429,10.35245714,12.61885714,25.33382857,19.592,55.42857143,68.57142857,104,73.14285714,1,1.571428571,3.142857143,2.571428571,2.714285714,8.142857143,10.85714286,8.285714286,0.549814286,0.9009,1.446428571,1.128942857,43.33,121.2328571,171.3887017,137.234416,0,0.941428571,1.901428571,2.002857143,0,2,8.857142857,9.142857143,0,0,0,0,0,-2,-0.857142857,-1.142857143,0,-0.04,0.394285714,0.388571429,0,-7.028571429,-3.722411429,-4.065268571,10.35245714,17.29177143,25.94182857,32.88114286,55.42857143,76.57142857,124,145.1428571,1,2.142857143,3.142857143,4.285714286,5.571428571,13.28571429,18.85714286,26.57142857,0.549814286,1.0509,1.617857143,2.118942857,43.33,123.8000651,200.1129223,280.5829874,0,1.141428571,1.701428571,2.842857143,0,4.857142857,6,10.85714286,0,0,0,0,0,0.285714286,0.285714286,0.571428571,0,0.188571429,0.165714286,0.354285714,0,-3.14692,-7.604062857,-10.75098286,IXUQUO_clean.cif,
