MOF,Pressure (kPa),Temp (K)
KOPKUY_clean,85.5222337,313
KOPKUY_clean,88.0041365,313
KOPKUY_clean,90.6928645,313
KOPKUY_clean,93.2781799,313
KOPKUY_clean,96.1737332,313
KOPKUY_clean,98.655636,313
BIHRUI_clean,4.863761656,273
BIHRUI_clean,10.24398045,273
BIHRUI_clean,14.61469243,273
BIHRUI_clean,19.49289688,273
BIHRUI_clean,23.86510285,273
BIHRUI_clean,30.25682078,273
BIHRUI_clean,33.95818031,273
BIHRUI_clean,37.15354114,273
BIHRUI_clean,42.2005779,273
BIHRUI_clean,48.08679528,273
BIHRUI_clean,53.80667061,273
BIHRUI_clean,59.18937966,273
BIHRUI_clean,64.74042279,273
BIHRUI_clean,70.46029811,273
BIHRUI_clean,76.34850762,273
BIHRUI_clean,78.70369187,273
BIHRUI_clean,80.89103989,273
BIHRUI_clean,82.91005382,273
BIHRUI_clean,84.25423697,273
BIHRUI_clean,86.10591279,273
BIHRUI_clean,88.1244286,273
BIHRUI_clean,89.47060386,273
BIHRUI_clean,91.48911977,273
BIHRUI_clean,93.50763568,273
BIHRUI_clean,95.35831534,273
BIHRUI_clean,96.87282478,273
BIHRUI_clean,98.5556684,273
FAWCEN_clean,1.0710808,313
FAWCEN_clean,5.2580331000000005,313
FAWCEN_clean,10.1265823,313
FAWCEN_clean,15.0925024,313
FAWCEN_clean,20.4479065,313
FAWCEN_clean,25.5111977,313
FAWCEN_clean,30.2823759,313
FAWCEN_clean,35.540409000000004,313
FAWCEN_clean,40.7984421,313
FAWCEN_clean,47.9065239,313
FAWCEN_clean,54.819863700000006,313
FAWCEN_clean,61.92794550000001,313
FAWCEN_clean,69.0360273,313
FAWCEN_clean,76.14410910000001,313
FAWCEN_clean,83.25219080000001,313
FAWCEN_clean,88.315482,313
UWOJOI_clean,0.713436385,283
UWOJOI_clean,2.972651605,283
UWOJOI_clean,4.042806183,283
UWOJOI_clean,7.728894174,283
UWOJOI_clean,12.36623068,283
UWOJOI_clean,16.40903686,283
UWOJOI_clean,20.68965517,283
UWOJOI_clean,24.61355529,283
UWOJOI_clean,29.01307967,283
UWOJOI_clean,32.93697979,283
UWOJOI_clean,38.04994055,283
UWOJOI_clean,42.68727705,283
UWOJOI_clean,45.89774078,283
UWOJOI_clean,50.89179548,283
UWOJOI_clean,53.98335315,283
UWOJOI_clean,59.09631391,283
UWOJOI_clean,63.1391201,283
UWOJOI_clean,67.41973841,283
UWOJOI_clean,71.34363853,283
UWOJOI_clean,76.09988109,283
UWOJOI_clean,79.78596908,283
UWOJOI_clean,84.30439952,283
UWOJOI_clean,88.10939358,283
UWOJOI_clean,91.20095125,283
UWOJOI_clean,96.31391201,283
UWOJOI_clean,100.3567182,283
KOPKUY_clean,0.0,273
KOPKUY_clean,2.688728,273
KOPKUY_clean,5.2740434,273
KOPKUY_clean,7.962771500000001,273
KOPKUY_clean,10.6514995,273
KOPKUY_clean,13.4436401,273
KOPKUY_clean,16.0289555,273
KOPKUY_clean,18.5108583,273
KOPKUY_clean,21.302999,273
KOPKUY_clean,23.8883144,273
KOPKUY_clean,26.370217200000003,273
KOPKUY_clean,29.2657704,273
KOPKUY_clean,31.8510858,273
KOPKUY_clean,34.5398139,273
KOPKUY_clean,37.2285419,273
KOPKUY_clean,39.8138573,273
KOPKUY_clean,42.6059979,273
